order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1599602,97107,prior,6,1,15,10.0
995026,22249,prior,8,4,10,3.0
398375,104612,prior,29,0,14,11.0
608993,106549,prior,2,3,11,13.0
939065,163758,prior,48,4,8,3.0
2255171,52681,prior,2,0,13,28.0
2987296,48032,prior,13,2,12,6.0
2505724,844,prior,18,0,21,28.0
2694630,183927,prior,29,3,9,2.0
2442157,1142,prior,17,2,17,7.0
3298732,54169,prior,15,3,17,3.0
3344313,92187,prior,2,0,9,30.0
2801592,128379,prior,2,4,8,4.0
1910200,193188,prior,9,3,13,22.0
14564,70122,prior,6,2,9,5.0
1143317,120946,prior,1,4,16,
1114685,102629,prior,42,1,10,10.0
789453,44529,prior,8,0,11,30.0
428007,182510,prior,11,3,20,1.0
3088137,16175,prior,1,6,8,
1851180,85185,prior,27,1,14,0.0
1584637,101896,prior,7,1,13,30.0
1742072,162283,train,29,5,15,14.0
407635,198752,prior,19,4,14,6.0
415051,153280,prior,3,6,6,30.0
2826210,25107,prior,2,3,18,3.0
1083916,124806,prior,36,1,7,7.0
1383328,183232,prior,24,2,9,22.0
2567234,82213,prior,6,3,15,19.0
131778,8221,prior,15,0,19,2.0
2415722,18623,prior,22,0,20,1.0
2136953,159967,prior,33,1,21,1.0
1512821,111623,prior,85,2,10,6.0
702465,56750,prior,27,0,0,7.0
269220,17086,prior,25,2,12,4.0
3030752,150046,prior,2,2,10,6.0
2616702,168556,prior,10,3,12,9.0
2314016,119541,prior,22,5,20,4.0
3134350,152406,prior,39,5,21,2.0
491683,140460,prior,9,2,17,5.0
11016,153214,prior,12,5,18,23.0
1303416,126216,prior,10,1,23,8.0
281423,23012,prior,18,5,1,10.0
938010,37673,prior,4,0,17,6.0
531001,187790,prior,3,2,15,8.0
1044749,152864,prior,6,0,17,6.0
1704920,46847,prior,1,5,16,
1201366,123515,prior,46,1,20,7.0
2599522,69179,prior,8,4,6,30.0
1264786,180289,prior,29,0,9,8.0
1512761,64275,prior,32,1,22,7.0
706826,35896,prior,7,6,17,8.0
864036,51786,prior,2,6,23,7.0
3271011,86425,prior,32,3,10,2.0
2481913,30981,prior,5,3,0,8.0
1815383,40278,prior,91,4,20,2.0
530583,36325,prior,6,0,16,21.0
1830181,201906,prior,4,3,13,30.0
482632,101977,prior,3,6,10,7.0
2341340,28464,prior,8,3,16,1.0
3237874,79335,prior,23,3,16,4.0
226593,200858,prior,8,2,10,30.0
3144949,72975,prior,6,1,8,21.0
2378598,81491,prior,2,4,13,16.0
232896,126957,prior,11,4,23,9.0
3129164,199538,prior,3,0,16,29.0
1159667,117675,prior,2,2,10,5.0
951716,59365,prior,78,1,14,1.0
1204246,71673,prior,2,5,9,30.0
2484132,191648,prior,17,2,10,5.0
3207498,183393,prior,16,1,10,13.0
1751941,142304,prior,35,4,11,3.0
580424,89567,prior,22,3,9,3.0
1795733,121830,prior,2,0,22,5.0
2150549,47816,prior,2,4,9,13.0
2380005,198555,prior,47,2,17,3.0
2735085,92858,prior,6,2,22,4.0
3230929,198537,prior,5,0,14,14.0
3272727,146360,prior,61,1,18,4.0
2977076,8102,prior,4,6,11,11.0
832021,124428,prior,36,4,17,3.0
1760642,182010,prior,68,3,10,3.0
674431,160953,prior,11,4,13,3.0
1129471,76184,prior,29,6,12,10.0
861172,103136,test,5,5,5,8.0
1395170,172500,prior,28,0,9,5.0
539481,114623,prior,10,0,17,3.0
2526410,53147,prior,28,6,11,3.0
1262847,20338,prior,13,5,0,6.0
1642298,119021,prior,55,5,6,5.0
1939296,173258,prior,14,2,12,12.0
1324348,164173,prior,11,6,12,14.0
2955763,198267,prior,13,2,8,30.0
739387,14249,test,53,0,11,7.0
103331,132833,prior,17,1,18,11.0
2495246,121134,prior,1,3,15,
2274642,143109,prior,21,1,13,5.0
1163834,117557,prior,2,0,18,4.0
825793,191464,prior,12,5,20,11.0
3029844,195212,prior,5,2,23,7.0
1028724,98327,train,4,0,15,30.0
1196955,70671,prior,1,2,15,
3371845,17035,train,19,2,7,2.0
3083209,26954,prior,6,3,12,16.0
593121,103742,prior,27,1,10,2.0
743222,128397,prior,2,1,21,30.0
446328,54330,prior,10,1,18,3.0
1981363,116451,prior,11,0,13,30.0
2875066,178160,prior,16,4,16,4.0
540707,911,prior,36,3,10,2.0
3073262,55940,prior,16,1,12,4.0
1481573,21025,prior,7,0,14,5.0
2591192,142213,test,10,6,18,6.0
2806154,77224,test,38,0,8,6.0
1174696,188462,prior,23,4,10,8.0
2787748,185884,prior,9,4,14,30.0
1343323,147703,prior,2,1,21,1.0
2554432,152877,prior,96,0,21,1.0
1299940,61134,prior,41,4,18,6.0
359076,77107,prior,7,5,20,26.0
2337954,148589,prior,11,1,11,30.0
1179241,80647,prior,38,2,14,4.0
673725,33142,prior,61,5,10,4.0
321662,68279,prior,2,4,7,9.0
343700,73941,prior,32,3,8,16.0
1292871,197502,prior,26,0,13,9.0
2079817,21284,prior,3,4,16,6.0
2241921,117005,prior,10,5,13,21.0
2226481,111584,prior,2,0,7,14.0
3378817,47737,prior,12,2,7,2.0
763968,15196,prior,15,5,19,3.0
2649339,198550,prior,7,6,21,7.0
2372932,201101,prior,1,3,18,
2908777,161273,prior,3,1,18,9.0
1272961,76685,prior,30,0,13,12.0
3233375,70802,prior,31,0,18,10.0
1705660,141854,prior,20,1,11,13.0
52936,61795,prior,26,4,6,4.0
1049881,138687,prior,33,4,18,0.0
2220460,83659,test,66,6,19,5.0
2199033,72228,train,8,0,23,30.0
1075791,168967,prior,25,2,12,5.0
352953,106580,prior,13,1,11,5.0
1012449,29200,prior,50,1,12,5.0
2824429,84896,prior,5,6,20,6.0
2761502,116933,prior,8,2,20,30.0
2412139,22535,prior,7,0,13,14.0
590,198502,prior,31,4,18,7.0
914402,29504,prior,11,4,17,3.0
880077,49878,prior,36,1,11,1.0
2332437,189863,test,23,0,13,8.0
1498967,93910,prior,17,3,19,9.0
1084,131593,prior,41,0,12,7.0
595064,3194,prior,1,1,16,
1712597,64018,prior,11,2,11,30.0
1957184,90855,prior,2,1,16,7.0
613287,65236,prior,2,3,9,4.0
3067293,83893,train,12,2,14,30.0
81964,110935,prior,26,3,17,3.0
1657942,84500,prior,51,5,8,3.0
2960152,135127,test,10,3,9,30.0
30346,24609,prior,40,5,15,3.0
2238256,201256,prior,6,4,18,30.0
3162222,16146,prior,1,2,10,
2732801,25137,prior,11,6,12,15.0
2629044,184757,prior,2,2,16,30.0
1975227,153615,prior,5,1,13,30.0
2212405,136214,prior,13,4,15,4.0
655676,137020,prior,2,2,8,30.0
992154,108389,prior,7,0,10,2.0
658872,109468,prior,22,1,13,3.0
3075139,187483,prior,7,3,11,9.0
2678319,139829,prior,31,1,18,1.0
1301733,194232,prior,19,2,11,22.0
1766339,187489,prior,15,1,22,14.0
1949159,137331,train,8,1,11,24.0
1753138,52503,prior,3,0,11,30.0
2708708,116940,prior,4,3,14,3.0
1884030,35965,prior,38,0,12,3.0
2633249,175968,prior,27,5,15,2.0
1014143,77636,prior,27,1,18,6.0
590790,161943,prior,27,4,19,8.0
2487589,64226,prior,38,1,12,7.0
2443434,29797,prior,8,2,9,30.0
1521463,73429,prior,82,3,9,5.0
2831920,104185,prior,29,1,15,8.0
1483368,194449,prior,82,5,16,3.0
3327412,21627,prior,12,6,9,4.0
2015804,7987,prior,4,4,18,9.0
1112292,71884,prior,68,2,16,7.0
3261952,54095,prior,27,0,22,4.0
2087622,134678,prior,10,3,10,5.0
1353711,162871,prior,3,1,13,20.0
2135893,92566,prior,12,0,12,8.0
3039455,203407,prior,37,1,10,7.0
2594727,102861,prior,1,5,13,
1963161,173132,prior,65,2,8,7.0
2593190,202048,prior,7,2,11,20.0
1051305,109342,prior,13,4,18,2.0
1617281,202177,prior,14,3,11,7.0
1535986,186219,prior,4,4,15,2.0
2803073,192885,prior,24,6,13,16.0
1349150,167321,prior,9,1,20,1.0
2268236,27091,prior,4,0,22,5.0
21282,97408,prior,51,5,12,4.0
2999609,66164,prior,3,3,16,10.0
1049654,158771,train,33,3,8,8.0
2532579,165062,prior,70,5,15,3.0
3163117,162138,prior,48,5,14,5.0
1019016,42418,prior,5,1,9,8.0
3206228,145367,prior,16,1,12,22.0
864188,14388,prior,19,5,15,1.0
1594607,57388,prior,14,3,15,15.0
2222671,106568,prior,26,0,10,25.0
497385,97586,prior,7,5,14,30.0
1382404,185431,prior,38,5,12,7.0
1280142,172546,prior,8,1,12,6.0
653673,173937,prior,14,5,11,1.0
541184,124165,prior,1,6,21,
2931677,23941,prior,27,0,14,9.0
2457821,94495,train,17,6,18,14.0
2282829,4330,prior,2,4,16,15.0
743184,154202,prior,4,3,16,17.0
3057427,123746,prior,48,6,14,1.0
3404133,46792,prior,46,0,17,1.0
3015501,188093,prior,67,0,9,1.0
2453028,187742,prior,33,0,8,12.0
2623746,113283,prior,2,5,12,22.0
572497,146596,prior,2,6,9,27.0
426303,196060,prior,9,1,13,30.0
2543499,41085,prior,2,2,10,21.0
1858384,183114,train,15,1,15,6.0
2343162,130042,prior,13,2,16,3.0
1639528,169686,prior,4,2,11,21.0
2162143,74044,prior,1,2,20,
1509600,172088,prior,63,1,11,3.0
2029653,160613,prior,28,1,10,1.0
2214265,64041,prior,6,0,12,9.0
1502485,35075,prior,29,3,9,4.0
680157,46297,prior,5,5,11,1.0
266679,183760,prior,1,5,13,
1824693,91313,prior,11,1,9,18.0
607356,11190,prior,3,1,1,14.0
2379862,125514,prior,1,4,19,
2686616,53470,prior,2,1,13,30.0
2125677,147030,prior,10,6,17,20.0
1278285,128687,prior,94,0,14,5.0
405892,121299,prior,6,5,21,11.0
334330,40830,prior,9,4,10,13.0
1021139,12922,prior,11,2,22,3.0
1053337,108170,prior,44,2,7,5.0
2094728,109402,train,13,0,10,9.0
2009922,59209,train,26,5,18,30.0
1641265,65858,train,6,4,10,22.0
331388,116552,prior,4,1,9,7.0
1585228,152312,prior,3,0,11,13.0
3130925,185423,prior,11,2,18,14.0
165624,183041,prior,7,4,19,13.0
1890848,161209,prior,32,6,15,6.0
1937766,205051,prior,20,6,15,5.0
2492331,113078,prior,19,1,21,5.0
1594471,52844,prior,12,2,15,14.0
2701228,54369,prior,35,2,7,5.0
3401715,127988,prior,82,1,14,1.0
2892735,34738,prior,5,6,8,21.0
1441126,187470,test,23,1,20,16.0
2000485,81131,prior,16,3,8,15.0
3244854,92749,prior,26,3,10,3.0
1940543,100009,prior,3,0,16,20.0
347331,15182,prior,39,2,22,1.0
3286045,99212,prior,21,1,7,2.0
3131726,451,prior,11,4,13,15.0
598151,146504,prior,20,0,17,24.0
1836876,39522,prior,22,2,8,8.0
2112030,201629,prior,36,2,11,5.0
651343,106210,prior,5,0,11,14.0
362441,43666,prior,13,3,13,3.0
1643451,23891,prior,8,6,10,8.0
1273753,130521,prior,3,0,11,26.0
2517489,107503,prior,5,0,13,22.0
2067089,74896,prior,28,3,21,1.0
2140064,123940,prior,68,2,15,3.0
2813188,149909,prior,63,3,8,9.0
450296,127206,prior,40,0,18,2.0
141549,48337,train,22,0,11,8.0
2586701,105270,prior,19,2,8,15.0
3024270,75793,prior,28,1,14,27.0
1134927,98942,train,6,3,21,2.0
1726064,145596,prior,11,3,9,15.0
655856,96361,test,4,5,9,30.0
1266043,124085,prior,63,3,17,6.0
2160227,125626,prior,6,5,16,30.0
711893,171760,prior,15,0,10,7.0
3126825,4284,prior,27,6,4,7.0
2782148,6193,prior,36,5,22,6.0
891401,157585,prior,19,0,12,15.0
1733680,14560,prior,4,1,15,30.0
1607405,62377,prior,2,0,14,11.0
1427619,135705,prior,6,0,10,28.0
1146218,92450,prior,13,3,13,6.0
3043044,193701,prior,2,3,14,7.0
981400,173470,prior,28,3,9,13.0
1572668,84073,prior,13,2,21,16.0
2964058,130644,prior,17,1,16,30.0
2317558,26565,prior,6,4,16,23.0
2761263,64368,prior,54,2,12,2.0
3127879,121154,prior,4,6,13,13.0
2279288,40597,prior,1,6,9,
3231260,200524,prior,23,2,12,3.0
2862608,103636,prior,8,2,20,30.0
3198699,189895,prior,7,0,16,3.0
637810,24631,prior,35,0,14,6.0
226746,41230,prior,6,5,18,30.0
412203,147723,prior,42,1,9,7.0
1353072,32084,prior,60,0,10,4.0
1985783,101349,prior,4,1,10,20.0
946474,89931,prior,2,3,17,6.0
1654870,85889,prior,25,3,17,4.0
3321940,196442,prior,3,4,15,13.0
2315940,118297,prior,9,0,15,2.0
2493535,87376,prior,16,4,8,12.0
1545428,189541,prior,18,4,8,15.0
1722697,49268,prior,1,1,22,
1017110,53907,test,18,4,12,21.0
2043283,198942,prior,5,3,12,11.0
815554,168688,prior,27,2,9,9.0
2091789,15175,prior,28,1,8,7.0
3357144,176552,prior,9,4,20,25.0
3128901,152842,prior,11,2,11,30.0
2330563,204870,prior,47,2,12,5.0
1584609,185180,prior,15,6,9,2.0
2527358,5171,test,18,4,16,11.0
3297329,29278,prior,10,4,11,3.0
1052266,148603,prior,16,3,18,30.0
2881533,8921,prior,7,5,6,24.0
641993,97794,prior,3,5,15,4.0
1517551,51760,prior,19,6,14,1.0
1264543,140440,prior,79,1,8,6.0
1514249,192849,prior,12,4,10,9.0
3391543,92699,prior,29,6,12,3.0
1013938,52118,prior,16,2,14,9.0
248883,139177,prior,2,5,16,21.0
2035544,179752,prior,64,2,8,1.0
2282338,190180,prior,6,6,10,7.0
60916,145166,prior,2,3,18,30.0
626562,184959,prior,1,2,13,
1074174,118277,prior,6,0,6,30.0
2819238,125948,prior,3,0,16,7.0
1075041,95296,prior,7,0,20,3.0
1934325,17964,prior,46,3,13,2.0
2006223,49181,prior,19,4,12,5.0
2698728,174799,prior,21,0,13,5.0
2077812,206017,train,10,1,11,6.0
695160,164056,prior,32,6,19,7.0
3095830,165726,prior,1,0,16,
832797,17738,prior,82,4,11,3.0
451894,63370,prior,5,4,14,5.0
538812,185191,prior,21,5,7,6.0
2656523,185038,prior,4,6,10,7.0
2720400,145777,prior,7,4,13,30.0
779250,85484,prior,1,0,15,
1165379,78819,prior,64,6,13,6.0
469879,162234,prior,4,4,20,7.0
2404972,180372,train,50,5,10,4.0
1630115,95701,prior,7,4,11,12.0
2955046,124160,prior,18,3,7,3.0
1044729,163933,prior,19,5,16,2.0
1046838,48449,prior,1,3,9,
855819,133567,prior,33,4,15,3.0
838997,123910,prior,22,5,13,7.0
1047256,64189,prior,5,5,10,23.0
1039971,54191,prior,7,5,15,6.0
1651706,200542,prior,3,2,8,6.0
3302952,159895,prior,2,1,0,25.0
3343804,164699,prior,71,4,8,1.0
5331,92519,prior,5,4,14,16.0
3412766,56330,prior,2,6,8,10.0
2119568,38332,prior,84,6,15,1.0
2775103,162810,prior,4,4,20,6.0
2827105,8054,prior,47,1,17,8.0
3302510,40744,prior,46,2,17,2.0
2732668,80391,prior,24,0,19,6.0
1156162,38017,prior,54,2,10,3.0
75075,86809,prior,41,3,23,3.0
1119524,203419,prior,17,0,14,6.0
561820,32052,prior,3,1,10,11.0
3316325,193823,prior,13,2,8,5.0
267474,74489,prior,6,6,9,15.0
42561,169784,prior,2,1,19,30.0
274036,115607,prior,18,6,18,18.0
1777404,185486,prior,5,6,13,15.0
851335,140950,prior,26,2,17,4.0
1281213,62001,test,15,3,13,30.0
1151368,14473,prior,2,1,14,9.0
2044472,176386,prior,6,2,13,3.0
721530,159399,prior,4,2,14,6.0
2757392,53175,prior,1,0,14,
431931,122432,prior,11,0,13,30.0
913273,102692,prior,7,0,12,30.0
987233,143459,prior,13,2,13,26.0
2969724,183976,prior,20,5,13,8.0
981718,86257,prior,2,0,10,10.0
1983929,175950,prior,51,6,14,1.0
51602,93647,prior,24,1,6,7.0
1886817,173176,prior,4,5,11,3.0
1241815,180754,train,5,6,11,5.0
2776783,31395,prior,2,2,9,30.0
169931,135609,prior,32,0,13,7.0
849325,71174,prior,10,5,10,14.0
1428606,32638,prior,3,1,20,13.0
1626604,39948,train,26,2,17,23.0
2029971,83789,prior,4,3,13,7.0
621973,71973,prior,6,1,11,4.0
2825272,73527,prior,36,0,19,6.0
3347081,17904,prior,3,0,13,8.0
408405,155059,prior,10,4,7,30.0
3045826,38179,prior,3,4,11,9.0
297061,189649,prior,2,5,11,30.0
2161847,62713,prior,31,2,18,7.0
272413,67458,prior,2,0,7,2.0
39632,108805,prior,3,5,12,28.0
2176194,165294,prior,32,6,8,3.0
2798887,190008,prior,11,1,12,3.0
784352,33626,prior,5,3,19,3.0
2576798,81200,prior,12,3,12,17.0
731039,64610,prior,2,6,13,28.0
61472,114308,prior,16,6,15,6.0
2304258,67716,prior,19,4,10,9.0
1825013,110727,prior,38,1,6,2.0
555791,165169,prior,3,6,14,7.0
1346331,127907,prior,14,2,10,8.0
2139142,102330,prior,5,4,7,13.0
960787,121677,prior,22,6,11,5.0
3125951,67053,train,35,5,20,30.0
1954989,20075,prior,4,3,12,12.0
368433,86424,prior,16,3,18,9.0
3379663,127172,prior,21,5,10,30.0
543928,18852,prior,14,5,10,7.0
3342161,181400,prior,29,3,10,2.0
2359514,71684,prior,6,1,1,5.0
2520481,19722,prior,4,4,8,2.0
1392003,104764,prior,53,1,8,6.0
1038535,195228,prior,25,1,18,3.0
1380119,46169,prior,21,2,21,12.0
3233850,177378,prior,11,5,20,4.0
1311202,116571,prior,57,5,19,4.0
2931512,73322,prior,28,3,21,12.0
1845042,85610,train,4,2,21,30.0
2197107,132478,prior,1,4,15,
315307,125484,prior,3,1,16,6.0
1980752,92896,prior,28,6,11,6.0
263352,71603,test,21,6,21,7.0
2267740,13041,prior,11,0,14,6.0
285310,9375,prior,4,0,16,30.0
2634702,154260,prior,1,5,14,
2920168,35829,prior,16,1,17,11.0
1377462,32665,prior,7,1,20,19.0
2746434,25445,prior,4,1,17,19.0
185811,43537,prior,33,4,14,3.0
2446503,9106,prior,68,2,8,11.0
281701,135487,prior,4,3,22,15.0
1837527,42016,prior,48,6,23,6.0
971543,203318,prior,18,2,12,8.0
1528699,149330,prior,3,4,14,7.0
1481855,163371,prior,8,3,16,5.0
2270885,93212,prior,15,2,13,3.0
156421,70235,prior,2,0,10,7.0
1391796,139011,prior,69,1,13,4.0
1777568,72310,prior,9,3,18,9.0
1746779,40255,prior,1,1,14,
2569491,11842,prior,6,3,12,4.0
1900033,124663,prior,13,0,14,7.0
351617,78760,prior,6,0,16,13.0
2778903,147791,prior,24,1,16,1.0
3090109,85576,prior,6,4,19,5.0
1214272,18125,prior,2,2,20,2.0
2031046,78239,prior,1,5,10,
2503022,33736,prior,2,3,8,19.0
3000446,89816,prior,9,6,15,6.0
267412,68790,prior,37,3,12,10.0
1018302,99508,prior,4,0,12,30.0
1030989,161574,prior,3,4,10,21.0
2527645,154645,prior,39,0,12,1.0
3352509,176517,prior,1,2,7,
921664,122392,prior,14,3,19,10.0
2954019,70613,prior,3,0,12,22.0
2627577,95187,prior,4,0,10,7.0
340254,32040,prior,8,3,19,18.0
495014,38694,prior,39,5,12,3.0
2284137,201753,prior,9,0,20,30.0
3349280,147517,prior,6,6,20,6.0
1013314,66464,prior,47,6,18,13.0
407582,150888,prior,45,2,17,7.0
3161832,54,prior,74,4,13,2.0
3273641,89453,prior,2,1,14,20.0
3347613,153610,prior,7,5,16,24.0
1088348,97408,prior,50,1,10,3.0
1332924,69696,train,29,5,19,30.0
2823839,156569,prior,3,4,18,11.0
2204083,91879,prior,17,2,15,0.0
851620,9070,prior,33,0,16,18.0
1572083,145135,prior,12,0,17,30.0
732859,81375,prior,1,4,22,
3056882,10321,prior,1,2,13,
3019358,168375,prior,5,0,8,30.0
105706,197188,prior,18,4,22,10.0
2170780,26034,test,4,6,11,30.0
2583419,22281,prior,11,1,8,7.0
1936748,105920,prior,11,2,20,7.0
2607778,92773,prior,50,2,9,13.0
82536,124170,test,13,6,12,30.0
3178757,40641,prior,40,6,12,3.0
193687,168581,test,4,3,9,16.0
999580,158524,prior,2,1,15,10.0
1186359,202022,prior,3,3,14,19.0
2506979,12177,prior,7,3,17,16.0
966208,93905,prior,34,6,14,5.0
383434,56587,prior,52,1,13,4.0
1665215,58637,prior,1,1,14,
1968169,26686,prior,61,5,17,2.0
2507460,175783,prior,1,0,21,
719100,22465,prior,6,0,13,30.0
895332,77848,prior,17,1,12,12.0
3156347,128347,prior,64,1,14,13.0
251013,192097,prior,1,6,11,
2737736,170176,prior,25,5,16,2.0
1330411,176099,prior,12,0,21,30.0
786952,168752,prior,3,0,11,7.0
3025799,194837,prior,25,6,16,7.0
52441,163572,prior,10,6,13,6.0
1492509,41188,prior,4,1,11,30.0
876586,145348,prior,1,0,22,
75013,21516,train,56,3,20,3.0
1041621,43034,prior,4,2,13,4.0
905357,82785,test,42,0,18,28.0
1511937,20246,prior,2,2,21,23.0
804602,115491,prior,18,4,11,11.0
1264854,120833,prior,17,1,13,3.0
2862227,63510,prior,2,2,12,7.0
859173,91433,prior,1,6,12,
332122,39046,prior,14,4,6,2.0
233269,119406,test,4,3,13,9.0
2567749,7446,prior,8,3,0,17.0
23815,205907,prior,6,3,16,26.0
2229779,116693,prior,16,0,10,8.0
16064,21332,prior,51,4,16,2.0
256245,205857,prior,10,0,16,3.0
1430504,75469,prior,2,4,14,4.0
1179981,146753,train,6,6,10,30.0
2174229,100076,test,15,0,11,23.0
295214,124193,prior,12,4,18,5.0
2201103,200362,prior,9,1,17,21.0
1133312,97362,prior,46,3,14,4.0
1400699,197210,prior,7,4,13,30.0
579235,45967,prior,2,2,8,18.0
595118,185524,prior,60,4,13,1.0
2257545,63880,prior,4,3,13,30.0
1410286,201142,prior,22,2,22,10.0
2848250,23644,prior,29,2,14,3.0
447333,81306,prior,8,5,19,4.0
25025,78726,prior,8,0,11,15.0
2413551,151450,train,12,0,23,27.0
1766349,191521,prior,80,5,10,1.0
560650,50685,prior,8,2,10,11.0
753712,10393,prior,66,4,13,10.0
2689990,59367,prior,18,0,18,1.0
91375,15843,prior,29,5,7,4.0
1362886,164028,prior,8,1,10,9.0
1759524,6742,test,11,0,14,4.0
591654,169630,prior,57,4,9,3.0
1264208,158701,prior,6,2,11,30.0
44981,168827,prior,44,1,12,9.0
499424,20535,prior,29,3,10,28.0
3344766,133921,prior,1,2,21,
430561,100913,prior,30,6,10,3.0
2161652,170835,prior,17,0,7,5.0
2925682,125181,test,6,0,17,30.0
3096448,10046,prior,57,6,19,2.0
1283145,147562,prior,6,2,1,20.0
950534,141253,prior,5,0,11,22.0
1666864,9233,prior,15,1,9,18.0
1615740,32606,prior,10,0,14,30.0
2908130,119717,prior,11,6,14,7.0
2448685,95057,prior,10,0,12,7.0
3059005,17177,prior,16,1,12,12.0
2682465,184858,prior,20,4,12,4.0
1934167,48468,prior,17,2,19,7.0
553590,149649,prior,5,6,6,14.0
3373305,128814,prior,12,0,16,4.0
2980080,148452,prior,2,0,16,3.0
1087680,74300,prior,7,1,13,30.0
527821,6045,prior,50,4,14,0.0
510830,139721,prior,68,4,14,1.0
1077081,104798,train,6,6,10,9.0
68977,4890,prior,6,2,12,29.0
367229,201648,prior,30,4,8,6.0
330556,157203,prior,9,3,14,6.0
1227034,184657,prior,2,6,12,23.0
226674,87277,prior,7,4,9,30.0
374721,22611,prior,10,1,11,30.0
95335,50469,prior,2,1,15,13.0
1232269,8455,prior,12,0,8,11.0
2012966,50143,prior,6,0,18,7.0
2502335,71348,prior,12,5,16,6.0
3090526,171236,prior,19,2,9,3.0
2374463,38353,prior,82,1,14,4.0
3279174,81147,prior,16,6,16,4.0
2050626,38796,prior,5,6,7,15.0
2747219,9935,prior,9,6,20,0.0
2648147,137237,prior,1,1,9,
2930546,22219,prior,2,5,17,3.0
2065185,197806,prior,13,4,8,4.0
1032638,19996,prior,7,4,13,14.0
3218702,175355,prior,7,5,18,3.0
2789463,25236,prior,35,0,9,3.0
2592920,192066,prior,5,6,10,26.0
827935,135945,prior,12,1,14,2.0
758475,26783,prior,6,2,10,8.0
2566235,156647,prior,9,3,12,9.0
84271,3484,prior,33,5,14,5.0
3303283,129895,prior,4,0,9,30.0
2717830,43968,train,29,0,1,29.0
1007429,111378,prior,4,5,16,10.0
384250,119683,train,5,1,9,23.0
2560664,62890,prior,15,1,12,4.0
2600771,66536,prior,3,4,13,3.0
2201037,147496,prior,14,4,22,14.0
850361,63702,prior,38,6,11,8.0
1082233,184049,prior,16,0,14,30.0
384221,170257,prior,1,5,9,
1466285,140762,prior,5,6,17,7.0
2792453,135774,prior,6,1,16,12.0
3411638,188020,prior,86,5,12,1.0
2973755,147240,prior,23,1,15,2.0
2605160,118207,prior,6,2,13,11.0
2014338,173664,prior,3,3,20,13.0
934240,101487,prior,12,1,12,5.0
3414406,51048,prior,1,2,22,
1102861,157908,prior,10,3,22,24.0
2899690,95699,prior,11,3,15,22.0
1039674,75792,prior,4,5,11,30.0
2653966,150473,prior,22,1,15,14.0
977464,15060,prior,93,5,14,7.0
2677599,160429,prior,4,5,9,24.0
399685,114698,prior,15,0,9,7.0
1504514,142908,train,19,2,19,30.0
2902354,45577,prior,12,6,19,8.0
1215442,36875,prior,59,1,8,3.0
3239029,200094,prior,30,2,19,2.0
207094,105700,prior,25,0,23,7.0
279949,11326,prior,12,0,15,16.0
766026,105271,prior,19,1,10,5.0
3216493,66142,prior,1,0,17,
2638009,158095,prior,3,3,9,7.0
431867,138771,prior,5,1,12,6.0
2779068,66011,prior,17,5,20,8.0
568862,117092,prior,8,2,9,4.0
718275,105614,train,10,0,15,2.0
1764501,142087,prior,29,4,17,3.0
957952,125359,prior,3,0,16,7.0
2071236,9303,prior,30,0,12,6.0
1373431,168346,prior,8,1,18,8.0
1675068,172084,test,100,2,10,4.0
2529516,201530,prior,8,0,14,9.0
11216,72196,prior,3,4,23,18.0
27897,47861,prior,1,4,16,
270237,55403,prior,4,0,13,7.0
2667225,143039,prior,16,2,10,1.0
3109825,88420,prior,11,6,15,12.0
2344583,176192,prior,42,0,12,6.0
2512655,20345,prior,1,4,11,
1116520,60248,prior,24,2,12,2.0
2740829,162427,prior,53,1,9,4.0
3352501,48327,prior,3,6,10,21.0
711025,101181,prior,14,3,15,5.0
483464,136568,prior,27,5,9,1.0
1057647,139387,prior,1,4,15,
2338439,160418,prior,6,0,8,30.0
1109848,26121,prior,1,2,10,
165299,194449,prior,22,5,8,24.0
886188,153960,train,15,5,14,26.0
2183795,113592,prior,51,5,14,7.0
622484,7878,prior,10,0,16,15.0
1654776,64983,train,11,5,15,30.0
2305651,27404,prior,9,0,9,22.0
3341502,142775,prior,8,3,12,8.0
287183,159421,prior,23,0,20,11.0
269581,42078,prior,11,0,11,14.0
472041,154365,prior,31,0,16,0.0
1848249,94556,prior,32,0,11,7.0
224355,56093,prior,4,1,19,11.0
321408,165684,prior,68,2,11,0.0
2158277,72281,prior,14,6,18,14.0
650454,8904,prior,5,2,7,30.0
275987,52951,prior,3,0,18,21.0
3274417,33665,prior,26,6,7,16.0
1713937,57506,prior,21,5,14,23.0
3328192,13152,prior,17,6,13,27.0
3170832,156218,prior,1,4,20,
955147,168176,prior,55,4,8,4.0
2256430,104390,prior,2,4,19,24.0
2424604,125706,prior,12,0,10,21.0
1333732,22428,prior,46,0,11,4.0
3407812,179904,prior,11,4,18,7.0
696376,69587,prior,22,0,8,8.0
2353778,79439,prior,34,6,15,9.0
274911,6285,prior,32,0,14,5.0
3336179,62062,prior,1,6,14,
904251,45396,prior,5,0,16,5.0
2940153,195287,test,9,0,1,30.0
288278,121970,prior,15,0,23,30.0
2554883,50734,test,5,0,15,30.0
864621,25096,prior,12,5,18,5.0
3300489,91578,prior,43,0,19,5.0
1012014,90080,train,95,0,11,5.0
19879,142388,prior,7,3,5,15.0
3051937,66778,prior,14,6,11,20.0
3046778,150562,prior,9,1,18,15.0
