order_id,product_id,add_to_cart_order,reordered
466910,18719,7,1
466910,5883,8,0
466910,19348,9,0
467577,24852,1,1
467577,21051,2,1
467577,5262,3,1
467577,5646,4,1
467577,49131,5,1
467577,41950,6,1
467577,46906,7,0
467577,36216,8,0
467577,15261,9,0
467577,45570,10,0
467577,24035,11,0
467577,44632,12,1
467577,5031,13,0
467577,33120,14,1
467577,28123,15,1
467577,13342,16,0
467577,4138,17,0
467577,38303,18,0
467749,32480,1,1
467749,45832,2,0
467749,18339,3,0
467797,24852,1,1
467797,34050,2,0
467797,4344,3,0
470793,27028,1,1
470793,20327,2,1
470793,5550,3,0
470793,33674,4,0
471498,26131,1,1
471498,13176,2,1
471498,21903,3,1
471498,47766,4,0
471498,7781,5,1
471498,39527,6,0
471498,16083,7,0
471498,26201,8,1
471498,35221,9,1
471498,10895,10,1
471498,19173,11,0
471498,21405,12,0
471498,28842,13,1
471498,36117,14,1
471498,6101,15,0
471498,16154,16,0
471498,43888,17,1
471498,18849,18,0
471498,14858,19,0
471498,31506,20,1
471498,23734,21,0
471498,30489,22,1
471498,47521,23,0
471605,2855,1,1
471605,13176,2,1
471605,12576,3,1
471818,19508,1,1
471818,26209,2,0
471818,43122,3,1
471818,4451,4,1
472154,782,1,1
472154,17341,2,0
472154,35163,3,1
472154,4302,4,0
472154,41662,5,0
472154,4605,6,0
472181,24307,1,1
472201,24489,1,1
472201,2966,2,1
472201,33845,3,1
472201,35628,4,1
472201,19575,5,1
472201,2086,6,1
472201,40366,7,1
472201,41793,8,1
472201,21999,9,1
472201,13779,10,0
472201,45007,11,1
472201,38795,12,0
472201,38141,13,0
472201,10111,14,0
472201,13251,15,1
472201,33290,16,1
472201,1890,17,1
472201,39527,18,1
472201,1997,19,1
472201,48225,20,0
472201,48720,21,0
472201,34012,22,1
472201,1548,23,0
472680,37766,1,1
472680,17027,2,1
472680,9144,3,0
472680,37220,4,0
472680,7911,5,0
472680,47717,6,0
472680,11688,7,0
472680,4376,8,0
472680,6111,9,0
472680,920,10,0
472680,30795,11,1
472680,47792,12,1
472680,24852,13,1
472680,29941,14,1
472680,38159,15,1
472680,31504,16,1
472680,47209,17,1
472680,7673,18,0
472680,13838,19,0
472807,45681,1,1
472807,34283,2,0
472807,41068,3,0
472807,24852,4,1
472807,9623,5,0
472807,11679,6,1
472807,7192,7,1
472807,11838,8,1
472807,45066,9,0
472807,10957,10,1
472807,4137,11,1
472807,46029,12,1
472807,5782,13,0
472807,22952,14,1
472807,32707,15,1
472807,8838,16,0
473071,37687,1,0
473071,44987,2,1
473071,2078,3,0
473071,6348,4,0
473071,7781,5,0
473071,12341,6,0
473071,6962,7,0
473071,26800,8,0
473071,47156,9,0
473071,35951,10,0
473525,21667,1,0
473525,13872,2,0
473525,25963,3,0
473525,15404,4,1
473525,5630,5,0
473758,46676,1,1
473758,49111,2,1
475829,40377,1,0
475829,36724,2,1
475829,31717,3,1
475829,24852,4,1
475829,16797,5,1
475829,4920,6,1
475829,47626,7,1
475829,14161,8,0
475829,18883,9,0
475829,26648,10,1
475829,45066,11,0
475829,26604,12,0
475829,43789,13,0
475829,39984,14,1
475829,5450,15,0
475829,39794,16,0
475829,10360,17,0
475829,49683,18,1
475829,18234,19,0
475829,37687,20,0
475829,40706,21,1
475829,12703,22,0
475829,17231,23,0
475829,29864,24,0
476155,20793,1,0
476155,36162,2,1
476155,16633,3,0
476155,23142,4,0
476155,9461,5,0
476155,3431,6,1
476155,10690,7,1
476155,32449,8,0
476155,32331,9,1
476155,19376,10,1
476155,10895,11,1
476155,22422,12,1
476155,5013,13,1
476155,280,14,1
476155,9932,15,1
476155,42110,16,1
476155,7644,17,1
476155,7600,18,0
476155,7361,19,0
476155,21573,20,0
476155,18337,21,0
476155,35461,22,0
476155,42240,23,0
476155,43295,24,1
476155,44765,25,0
476247,40604,1,0
476247,36695,2,0
476247,30489,3,0
476247,43961,4,0
476247,39121,5,0
476247,22035,6,0
476247,21137,7,0
476247,24852,8,1
476247,43295,9,1
476247,4141,10,0
476247,2082,11,0
477360,37710,1,1
477360,6184,2,1
477360,13575,3,1
477360,20940,4,1
477360,10473,5,1
478112,33198,1,1
478112,13176,2,1
478112,23102,3,1
478112,47630,4,1
478112,18465,5,1
478112,16185,6,1
478112,21903,7,1
478112,11140,8,1
478112,47626,9,1
478112,26209,10,1
478112,47766,11,1
478112,45066,12,1
478112,27156,13,1
478112,13629,14,0
478112,10749,15,0
478112,4562,16,0
478112,10246,17,0
478112,40706,18,0
478112,28842,19,0
478112,12193,20,1
478112,28770,21,1
478112,48595,22,0
478112,4920,23,0
478112,41408,24,0
478112,26800,25,1
478112,4461,26,0
478112,31506,27,0
478327,27845,1,1
478327,49235,2,1
478327,37067,3,1
478327,11520,4,1
478327,44765,5,1
478327,47209,6,0
478327,26899,7,1
478327,38141,8,1
478327,45495,9,1
478327,32018,10,1
478327,19250,11,0
478327,11710,12,0
478327,5438,13,0
478327,10,14,0
478327,47672,15,0
478327,32255,16,0
478327,7185,17,0
478327,12572,18,0
478890,7909,1,1
478890,36322,2,0
478890,38273,3,0
478890,45771,4,1
478890,33198,5,1
478890,23646,6,1
478890,23709,7,1
478890,11520,8,1
478890,18531,9,1
478890,40986,10,1
478890,43533,11,0
478890,36638,12,1
478890,46635,13,0
478890,128,14,0
478890,24489,15,0
478890,31995,16,1
478890,10814,17,0
478890,13623,18,1
478890,45104,19,1
479124,43352,1,0
479124,6184,2,0
479124,22831,3,0
479124,33768,4,0
479124,21292,5,0
479124,18023,6,1
479124,16797,7,0
479124,42450,8,1
479124,22028,9,1
479124,23423,10,1
479243,4428,1,1
479243,36127,2,1
479243,47759,3,1
479243,44632,4,1
479243,27845,5,1
479243,13885,6,0
479243,44008,7,1
479243,13629,8,1
480155,24442,1,0
480155,17795,2,0
481543,40199,1,1
481543,16838,2,1
482321,49383,1,1
482685,12341,1,0
482685,17207,2,1
482685,41596,3,1
482685,33249,4,1
482685,44371,5,1
482771,11913,1,0
482771,33316,2,1
482771,48099,3,1
482771,22035,4,1
482771,32033,5,1
482771,37158,6,1
483033,19691,1,1
483033,16797,2,1
483033,37104,3,1
483033,37600,4,1
483033,11759,5,1
483600,8571,1,1
483600,14159,2,0
483600,32689,3,0
483809,47626,1,0
483809,44233,2,0
483809,13627,3,1
483809,40131,4,0
483809,1408,5,1
483809,6184,6,0
483809,34697,7,0
483809,22209,8,1
483809,9368,9,0
483809,8565,10,0
483809,2651,11,0
483809,39877,12,1
483809,30406,13,1
483809,25272,14,1
484308,22935,1,1
484308,47626,2,1
484308,44424,3,1
484308,24964,4,1
484308,35535,5,0
484308,14992,6,0
484308,37462,7,1
484355,47229,1,0
484355,30391,2,0
484355,5876,3,0
484355,27521,4,0
484355,36164,5,0
484355,16759,6,0
484355,14704,7,0
484355,14540,8,0
484355,49383,9,0
484355,24964,10,0
484355,34126,11,0
484355,43789,12,0
484355,39275,13,0
484355,46667,14,0
484355,28601,15,0
484355,22825,16,0
484760,7485,1,1
484760,42265,2,1
484760,24852,3,0
484760,28204,4,1
484760,26497,5,1
484760,47766,6,1
484760,29487,7,1
484760,44683,8,0
484760,18891,9,1
484760,43768,10,0
484760,15290,11,0
484760,28842,12,1
484760,26209,13,1
484760,4920,14,0
484760,25890,15,1
484760,123,16,0
485099,33731,1,1
485099,10106,2,1
485099,23959,3,1
485099,23801,4,1
485099,1546,5,1
485099,30962,6,1
485099,4792,7,1
485099,10132,8,1
485099,21137,9,1
485332,788,1,1
485702,6184,1,1
485702,16797,2,1
485702,17122,3,1
485702,43352,4,1
485702,9076,5,0
485730,24852,1,1
485730,28199,2,1
486286,13176,1,1
486286,34590,2,1
486286,4813,3,0
486286,18423,4,0
486286,21137,5,0
486286,1194,6,1
486501,45066,1,1
486501,33120,2,1
486501,10163,3,0
486501,34448,4,1
486501,49215,5,1
486501,40604,6,0
486501,29987,7,1
486501,46969,8,0
486501,5450,9,0
487015,8075,1,0
487015,39945,2,0
487015,27156,3,1
487015,25890,4,1
487015,4058,5,1
487015,7969,6,1
487015,17093,7,0
488268,38768,1,1
488268,31805,2,0
488268,30406,3,0
488268,42265,4,0
488268,14467,5,1
488268,22028,6,0
488268,21986,7,0
488480,16045,1,0
488480,44177,2,1
488480,35336,3,1
488480,12099,4,1
488480,8035,5,1
488480,17151,6,1
488480,14715,7,1
488480,17008,8,1
488480,25146,9,1
488480,25422,10,1
488480,4006,11,1
488480,6201,12,1
488480,14147,13,1
488480,15160,14,1
488480,28911,15,1
488480,16953,16,1
488480,48036,17,0
488480,41097,18,0
488480,33651,19,1
488480,39844,20,0
488518,13176,1,1
488518,24489,2,1
488518,20995,3,1
488518,19272,4,1
488518,42323,5,1
488518,6948,6,1
488518,11182,7,1
488518,26128,8,1
488518,20168,9,0
489314,48205,1,1
489314,29615,2,0
489314,3856,3,0
489314,31964,4,1
489892,19116,1,1
489892,24838,2,1
489892,691,3,1
489892,38273,4,0
489892,21376,5,0
489892,31634,6,0
490060,8309,1,1
490060,8277,2,0
490060,39322,3,0
490060,25346,4,0
490060,38256,5,0
490060,5757,6,0
490060,25,7,0
490060,16083,8,0
490060,47209,9,1
490060,18362,10,1
490060,27344,11,1
490060,45177,12,0
490060,29103,13,0
490060,38200,14,0
490060,19173,15,0
490190,21386,1,1
490190,13176,2,1
490190,33929,3,1
490190,37531,4,1
490190,47626,5,1
490190,20693,6,1
490190,6228,7,1
490190,41390,8,1
491724,43858,1,1
491724,13077,2,0
491724,47792,3,1
491724,3827,4,0
491724,27156,5,1
491724,19508,6,0
491724,11005,7,0
491724,5025,8,0
491724,5652,9,0
491724,13176,10,0
491724,26209,11,0
491724,1819,12,0
491724,1090,13,0
491724,21508,14,0
492086,8174,1,0
492086,27521,2,1
492086,13176,3,1
492086,21903,4,1
492086,33731,5,1
492086,42105,6,0
492086,42265,7,1
492086,24184,8,0
492086,15290,9,0
492086,24964,10,1
492086,47144,11,1
492086,9124,12,0
492086,14277,13,1
492086,26845,14,1
492086,33198,15,1
492086,10121,16,1
492855,21403,1,0
492855,4605,2,1
492855,12939,3,1
492855,10492,4,1
492855,23363,5,0
492855,15937,6,0
492855,31553,7,0
492855,40623,8,0
492855,20114,9,0
492855,44014,10,0
492855,14849,11,0
492855,41351,12,1
492855,22142,13,0
493190,4097,1,1
493190,1942,2,0
493190,8518,3,1
493190,5618,4,0
493190,42701,5,1
493190,16797,6,1
493190,15741,7,1
493190,45066,8,1
493190,26165,9,1
493190,30561,10,1
493190,25146,11,1
493190,27325,12,1
493190,31714,13,1
493190,43352,14,0
493190,22451,15,1
493190,17830,16,1
493190,29662,17,1
493190,17144,18,1
493190,36968,19,0
493190,30233,20,1
493255,13176,1,1
493255,31651,2,1
493255,11266,3,1
493255,47402,4,1
493255,21572,5,1
493255,31759,6,1
493255,32478,7,1
493255,43154,8,1
493255,40199,9,0
494233,24852,1,1
494233,17341,2,1
494233,14493,3,1
494233,26384,4,1
494233,41290,5,1
494233,43070,6,1
494233,33745,7,1
494233,46347,8,1
494319,35378,1,1
494319,5077,2,0
494319,29646,3,1
494624,32566,1,1
494624,1940,2,1
494624,35383,3,1
494624,18534,4,1
494624,36386,5,0
494624,397,6,1
494624,23866,7,0
494624,11027,8,0
494624,43772,9,0
494624,21137,10,1
494624,28199,11,0
494872,26165,1,1
494872,4597,2,1
494872,27521,3,1
494872,44422,4,1
494872,8277,5,1
494872,25872,6,0
494872,4247,7,0
494872,8667,8,0
495421,41349,1,1
495421,36835,2,1
495421,49570,3,1
495421,8163,4,0
495421,41140,5,0
495421,29127,6,0
495421,5450,7,0
495421,39475,8,1
496538,5917,1,1
496538,44536,2,1
496538,46844,3,1
496538,9314,4,1
496538,13504,5,1
496538,17649,6,0
496538,41591,7,0
496538,45054,8,0
496538,39698,9,0
496748,27730,1,1
496748,31981,2,0
496748,42547,3,0
496748,21543,4,0
496748,38786,5,0
497500,15575,1,1
497500,43819,2,1
497500,40724,3,1
497500,22141,4,0
497500,4288,5,0
497500,38985,6,1
497500,41844,7,0
497500,48795,8,0
497500,23801,9,1
497500,2825,10,0
497500,30406,11,0
497500,27104,12,0
497500,39475,13,0
497500,44359,14,1
497500,12756,15,0
497500,35221,16,0
497500,26620,17,0
497500,33990,18,0
497500,44987,19,0
497500,42736,20,0
497663,34610,1,0
497663,21477,2,0
497663,9106,3,1
497663,7695,4,0
497663,42052,5,0
497663,24993,6,0
497663,1999,7,0
497663,44750,8,0
497663,31717,9,1
497927,24852,1,1
497927,22825,2,1
497927,24838,3,1
497927,33198,4,1
497927,6297,5,1
497927,44910,6,1
497927,42356,7,1
498536,14419,1,0
498536,37220,2,0
498536,3798,3,0
498536,35886,4,0
498536,8571,5,1
498536,14114,6,0
498536,4724,7,0
498536,32689,8,0
498922,14715,1,1
499278,48171,1,1
499278,31981,2,1
499278,34234,3,1
499278,48205,4,1
499278,43352,5,1
499278,33129,6,0
500678,40788,1,1
500678,17652,2,1
500678,24852,3,1
500678,27548,4,1
500678,21903,5,1
500678,11937,6,1
500678,13249,7,0
500678,45104,8,0
500678,30450,9,0
500705,43154,1,0
500705,192,2,0
500705,12379,3,0
500705,7751,4,0
500705,38539,5,0
500705,22935,6,0
500705,21903,7,1
500705,17794,8,1
500705,44359,9,0
500705,23165,10,0
500705,25659,11,1
500705,21771,12,0
500705,27400,13,0
500705,48679,14,0
500705,44303,15,0
500705,36550,16,0
500782,21616,1,1
500782,28842,2,0
500782,46654,3,1
500782,4487,4,0
500782,5876,5,0
500782,26209,6,0
500782,46260,7,0
500782,4586,8,1
500782,7175,9,0
500782,27156,10,0
500782,42768,11,0
500782,28156,12,0
500782,17155,13,0
500782,5451,14,1
500782,27663,15,0
500782,4472,16,0
500782,13176,17,1
501200,38889,1,0
501200,16882,2,0
501200,45066,3,1
501200,4920,4,0
501200,24852,5,0
502962,3952,1,1
502962,13517,2,1
502962,36011,3,1
502962,1463,4,1
502962,43768,5,1
502962,45066,6,1
502962,28204,7,1
502962,16797,8,1
502962,31257,9,1
502962,27336,10,1
502962,24852,11,1
502962,27750,12,0
502962,23554,13,0
503576,24852,1,1
503576,5876,2,1
503576,28204,3,1
503576,45066,4,1
503576,41787,5,1
503576,32177,6,1
503576,12916,7,1
503576,5068,8,0
503576,29941,9,0
503576,38557,10,0
503576,33443,11,0
503576,9387,12,0
503721,39450,1,0
503721,48559,2,0
503721,30776,3,0
503721,45603,4,0
503721,29640,5,1
503721,15547,6,1
503721,25985,7,0
503721,38048,8,0
504018,20574,1,1
504018,37646,2,0
504018,6300,3,1
504018,47766,4,1
504018,44632,5,1
504018,34217,6,1
504018,24631,7,1
504018,26298,8,0
504018,11865,9,0
504018,47626,10,1
504018,49683,11,1
504018,26209,12,1
504018,24622,13,1
504018,15613,14,1
504018,21616,15,1
504018,27544,16,0
504018,3376,17,0
504018,36680,18,1
504018,22035,19,0
504018,39619,20,1
504018,33572,21,0
504018,6187,22,0
504018,45210,23,0
504018,45007,24,1
504018,24221,25,0
504018,21230,26,0
504518,35221,1,1
504518,44632,2,0
506258,45125,1,0
506258,4605,2,0
506258,21938,3,0
506258,12508,4,0
506258,38400,5,1
507053,8859,1,1
507053,12341,2,1
507053,17924,3,1
507506,12341,1,1
507506,23734,2,1
507506,25890,3,1
507506,210,4,1
507506,46979,5,1
507506,31717,6,1
507506,7485,7,1
507506,41950,8,1
507506,8087,9,1
507506,11068,10,1
507506,2180,11,0
507506,37067,12,1
507506,39877,13,0
507506,30391,14,0
507506,21616,15,1
507506,41220,16,1
507506,28985,17,1
507506,6647,18,0
508799,29244,1,0
508799,15290,2,1
508799,2295,3,1
508989,7806,1,1
508989,1700,2,1
508989,10017,3,1
508989,44310,4,1
508989,34126,5,1
508989,48335,6,1
508989,10840,7,0
508989,4428,8,1
508989,38108,9,1
509269,21150,1,1
509269,30169,2,1
509269,21791,3,1
509269,4269,4,1
509269,39180,5,1
509269,40310,6,0
509269,23879,7,0
509269,49111,8,1
509269,13176,9,1
509434,38226,1,0
509434,7500,2,0
509825,25837,1,0
509825,23543,2,1
509825,32864,3,1
509825,34448,4,0
509825,16797,5,0
509825,12373,6,0
509825,25340,7,1
509825,26209,8,1
509825,43662,9,1
509825,24799,10,1
509825,2295,11,1
509825,34049,12,0
509825,7649,13,1
509825,44632,14,1
509867,37646,1,0
509867,13176,2,1
509867,13596,3,1
509867,49519,4,1
509867,19057,5,1
510203,35163,1,1
510203,40706,2,0
510203,45066,3,0
510203,13984,4,1
510203,17461,5,0
510203,8518,6,0
510203,13988,7,0
510203,15995,8,0
510276,17273,1,1
510276,28535,2,0
510276,40396,3,0
510276,45957,4,1
510276,18765,5,1
510276,21802,6,0
510276,45167,7,0
510276,12572,8,0
510276,26410,9,0
510280,38949,1,1
510280,19068,2,1
510280,21903,3,1
510280,31717,4,1
510280,7628,5,0
510280,33000,6,0
510589,47766,1,1
510589,24852,2,1
510589,34622,3,1
510589,28199,4,1
510589,29589,5,1
510589,21903,6,1
510589,42701,7,1
510589,14332,8,1
511309,37849,1,1
511309,14372,2,0
511309,28521,3,0
511309,39581,4,0
511309,22196,5,0
511309,14147,6,1
511309,40271,7,1
511309,22788,8,1
511309,41276,9,1
511950,4210,1,1
511950,19677,2,1
511950,27086,3,1
511950,19348,4,1
511950,29419,5,0
512157,25640,1,1
512157,11434,2,1
512157,7644,3,1
512157,14280,4,0
512157,10153,5,0
512157,20147,6,0
512157,1132,7,0
512157,40373,8,0
512157,3470,9,0
512157,20156,10,0
512157,6196,11,0
512157,17855,12,0
513657,47630,1,1
513657,31040,2,1
513657,21405,3,1
513657,6000,4,0
513657,10749,5,0
513657,21938,6,0
513657,22312,7,0
513657,8277,8,0
513657,32177,9,0
513657,37067,10,0
513657,43961,11,1
513657,47029,12,1
513657,40604,13,0
513657,9124,14,0
513657,25890,15,1
513657,3376,16,0
513657,7821,17,0
513657,8518,18,0
513657,20574,19,0
513657,29944,20,0
513657,9290,21,0
513657,20760,22,0
513657,39619,23,0
513657,3962,24,0
513657,10180,25,0
514828,31717,1,1
514828,47229,2,1
514828,13176,3,1
514828,7054,4,1
514828,7649,5,1
514828,6187,6,1
514828,39560,7,0
514828,19660,8,1
514828,33716,9,0
514828,11688,10,0
514828,26629,11,0
515985,43788,1,1
515985,34458,2,1
515985,15902,3,1
515985,12039,4,1
515985,37067,5,1
515985,16460,6,1
515985,45082,7,1
515985,43961,8,1
515985,23952,9,0
515985,260,10,0
515985,1408,11,1
515985,1215,12,0
515985,18337,13,0
515985,27423,14,1
515985,42397,15,0
516142,18382,1,0
516142,45535,2,0
516142,44359,3,0
516142,13176,4,1
516142,32689,5,0
516142,17795,6,0
516142,35163,7,0
516142,21137,8,1
516142,35221,9,0
516142,44422,10,0
516142,49111,11,1
516142,29311,12,0
516351,14399,1,0
516351,35221,2,0
516351,46990,3,0
516545,48099,1,1
516779,48140,1,1
516779,19660,2,1
516779,38689,3,1
516779,26165,4,1
516779,21903,5,1
516779,9387,6,1
516779,47766,7,1
516779,47626,8,1
516779,17600,9,1
516779,30949,10,1
516779,23734,11,1
516779,26209,12,1
516779,25659,13,1
516779,1158,14,1
516779,34584,15,0
516779,29598,16,0
516779,44949,17,1
516779,12872,18,1
516779,35824,19,1
516779,30489,20,0
516779,19811,21,0
516779,13225,22,0
516779,22035,23,0
518328,6104,1,1
518328,27086,2,1
518328,1468,3,1
518328,8138,4,1
518328,18479,5,0
518328,4605,6,1
518328,45066,7,1
518377,36011,1,0
518377,4986,2,0
518377,45210,3,0
518377,45946,4,0
518377,2716,5,0
518377,46347,6,0
518377,27903,7,0
518377,7781,8,0
518377,21616,9,0
518417,24852,1,0
518417,47209,2,1
518417,41950,3,1
518417,7628,4,0
518417,41006,5,0
518417,8988,6,0
518417,8004,7,0
518417,24009,8,0
518417,22963,9,0
518417,21511,10,0
518417,7821,11,0
518417,49680,12,0
518417,13853,13,0
518417,21376,14,0
518891,47626,1,1
518891,34067,2,0
518891,21938,3,0
518891,20114,4,0
518891,11755,5,0
518891,37107,6,0
518891,19886,7,0
518891,8670,8,0
518891,39545,9,0
518891,23909,10,0
518891,24852,11,0
520082,16262,1,0
520082,38275,2,1
520082,9597,3,1
520082,11005,4,0
520082,17872,5,0
522182,42495,1,1
522182,6631,2,1
522182,15872,3,1
522182,39046,4,1
522182,7103,5,1
522182,22571,6,1
522182,16797,7,1
522182,17600,8,1
522182,39275,9,1
522182,46692,10,0
522182,21573,11,0
522182,16349,12,0
522182,4675,13,0
522182,45200,14,0
522182,46526,15,1
522182,47788,16,1
522182,260,17,0
522182,30391,18,0
522182,19766,19,1
522396,46667,1,1
522396,3952,2,1
522396,23265,3,1
522396,41242,4,1
522396,18288,5,1
522396,4462,6,1
522396,16273,7,1
522396,31343,8,1
522396,23165,9,1
522396,27086,10,0
522396,8518,11,1
522396,4605,12,1
522396,46900,13,1
522396,41950,14,1
522396,24964,15,1
522396,5025,16,1
522396,20114,17,1
522396,31717,18,1
522396,31915,19,1
522396,44632,20,1
522396,26620,21,1
522660,33656,1,0
522660,27778,2,0
522660,34221,3,0
522660,5432,4,0
522660,7145,5,0
522660,1675,6,0
522660,41292,7,0
522660,10984,8,0
522660,24819,9,0
522660,28518,10,0
522660,2663,11,0
522919,17696,1,1
522919,19488,2,0
522919,18963,3,0
522919,45930,4,0
523965,41594,1,0
523965,43822,2,1
523965,31433,3,0
523965,47144,4,0
523965,18574,5,1
523965,42796,6,0
523965,12162,7,0
523965,28441,8,1
525107,49235,1,1
525107,26317,2,1
525107,5618,3,1
525107,35140,4,1
525107,47766,5,1
525107,24184,6,1
525107,17461,7,1
525107,4605,8,1
525107,4799,9,1
525107,37131,10,0
525107,43772,11,0
525107,1025,12,0
525107,37524,13,0
525107,29987,14,0
525135,17600,1,1
525135,19019,2,1
525135,43961,3,1
525135,37947,4,1
525135,12341,5,0
525135,27683,6,0
525135,24841,7,1
525135,35628,8,1
525135,25936,9,1
525135,35199,10,1
525135,37646,11,1
525135,21137,12,1
525135,43659,13,1
525135,29071,14,0
525135,49325,15,0
525135,13176,16,1
525135,13740,17,1
525135,7503,18,1
525135,3145,19,0
525135,35696,20,0
525135,1076,21,1
525135,17878,22,0
525192,12053,1,0
525192,47272,2,1
525192,37999,3,1
525192,13198,4,1
525192,43967,5,1
525192,40852,6,1
525192,17638,7,1
525192,29894,8,1
525192,45066,9,1
525305,13885,1,1
525305,7484,2,1
525305,35413,3,1
525305,34946,4,1
525318,46926,1,0
525318,10522,2,0
525318,1069,3,1
525318,30716,4,1
525318,22823,5,0
525318,46979,6,1
525318,47141,7,1
525318,16953,8,1
525318,17340,9,0
525318,223,10,0
525318,36449,11,1
525318,743,12,0
525318,43314,13,0
527237,26209,1,0
527237,6385,2,0
527237,27463,3,0
527237,16327,4,0
527237,36975,5,0
527982,30169,1,0
527982,18224,2,1
527982,33120,3,0
527982,44683,4,1
527982,30406,5,0
527982,43014,6,0
527982,34562,7,0
529777,35184,1,1
529777,39428,2,0
529777,29664,3,0
529777,44359,4,0
529777,31467,5,0
529824,33037,1,1
529824,5550,2,0
529824,10749,3,1
529824,22935,4,1
529824,21938,5,1
529824,49075,6,1
529824,41149,7,0
529824,16797,8,0
529824,43352,9,0
529824,4855,10,0
529824,47884,11,0
529824,47209,12,1
529824,2651,13,0
529868,1268,1,1
529868,48426,2,1
529868,24852,3,1
529868,31683,4,1
529868,43435,5,1
529868,4920,6,1
529868,19691,7,0
529868,9006,8,0
529868,100,9,1
529868,44514,10,0
529868,22024,11,0
530379,37984,1,1
530379,13176,2,1
530379,12451,3,1
530379,7309,4,1
530379,23256,5,1
530379,19691,6,1
530379,25837,7,1
530379,9176,8,1
530379,23957,9,1
530379,5618,10,1
530379,20259,11,1
530379,43460,12,1
530379,18472,13,1
530379,46870,14,1
530379,33508,15,1
530489,45535,1,1
530489,6948,2,1
530489,5450,3,1
530489,34969,4,0
530489,5161,5,1
530658,36011,1,1
530658,33198,2,1
530658,31454,3,1
530658,15273,4,1
530658,21903,5,1
530658,40706,6,1
530658,27104,7,0
530658,9839,8,0
530658,21195,9,0
530658,32864,10,1
530658,14084,11,0
530658,48775,12,0
531241,35909,1,1
531241,7597,2,1
531241,7641,3,0
531970,49520,1,1
531970,26604,2,1
531970,38479,3,1
531970,16254,4,1
531970,27966,5,1
531970,36724,6,1
531970,12793,7,1
531970,2536,8,1
531970,5114,9,1
531970,14901,10,1
531970,16647,11,0
531970,9076,12,1
531970,46131,13,1
531970,22872,14,1
531970,44245,15,1
531970,24852,16,0
531970,12905,17,0
532393,47626,1,1
532393,30995,2,1
532393,36961,3,1
532393,5212,4,1
532393,12576,5,1
532393,25926,6,1
532393,3896,7,1
532393,18288,8,1
532393,13740,9,1
532393,33847,10,1
533117,15438,1,1
533737,5077,1,1
533737,1138,2,0
533737,25704,3,0
533737,15937,4,0
533737,34358,5,0
533737,47626,6,1
533737,48043,7,0
533737,19086,8,0
533737,16249,9,1
533737,28204,10,1
533737,49683,11,1
534151,23341,1,1
534151,40593,2,0
534151,5077,3,1
534151,39581,4,1
534151,23431,5,1
534151,34898,6,1
535076,19389,1,1
535076,33184,2,1
535076,8193,3,1
535076,12604,4,1
535076,11132,5,1
535076,13536,6,1
535076,45149,7,1
535076,11408,8,1
535076,40490,9,1
535076,31305,10,1
535076,41290,11,1
535076,26836,12,1
535076,12924,13,1
535076,14197,14,0
535076,30720,15,0
535076,7349,16,0
535076,14168,17,1
535076,600,18,0
535076,20828,19,0
535076,25584,20,0
535076,48779,21,0
535076,40136,22,0
535076,29035,23,1
535076,17640,24,0
535076,40507,25,0
535099,2450,1,1
535099,31730,2,1
535099,21137,3,1
535099,22035,4,1
535099,24852,5,1
535099,46916,6,1
535099,16291,7,0
535099,8758,8,1
535099,18610,9,1
535099,13870,10,1
535099,48679,11,0
536923,41597,1,0
536923,12905,2,1
536923,18963,3,0
536923,47626,4,1
536923,48697,5,0
536923,1807,6,0
536923,12035,7,0
536923,35752,8,1
536923,20919,9,0
536923,18476,10,0
536923,32299,11,0
538557,12899,1,1
538557,32478,2,1
539663,31640,1,1
539663,30720,2,1
539663,9558,3,1
539663,31433,4,0
539663,13517,5,1
539663,4242,6,1
539663,40344,7,0
540696,13287,1,1
540696,4818,2,1
540696,43154,3,1
540696,3489,4,0
540696,5876,5,0
540696,27796,6,1
540696,27989,7,0
540696,449,8,1
540696,3011,9,1
540696,38579,10,0
541504,775,1,0
541504,36011,2,0
541504,49235,3,0
541504,47209,4,0
541504,36695,5,1
541504,27966,6,1
541504,37067,7,1
541504,19057,8,0
541504,12597,9,1
541504,45123,10,0
541504,25197,11,1
541504,41177,12,1
541612,5025,1,0
541612,34358,2,1
541612,31553,3,0
541612,24852,4,1
541612,49075,5,0
541612,16726,6,0
541612,1090,7,1
541612,15290,8,1
541612,41242,9,0
541612,48679,10,1
541612,36313,11,0
541612,40396,12,1
541612,12872,13,1
541612,47209,14,1
541612,2604,15,1
541612,47029,16,1
541612,31562,17,1
541612,40002,18,1
541612,31893,19,0
541612,25407,20,0
541612,44560,21,0
541612,35336,22,0
541612,21872,23,1
541612,7916,24,1
541612,12204,25,0
541762,29487,1,1
541762,5097,2,1
541762,8536,3,1
541762,44142,4,1
541762,34407,5,1
541762,11827,6,1
541904,3192,1,1
541904,21524,2,0
541904,25236,3,0
541904,3856,4,0
541904,44855,5,0
541904,17134,6,1
541904,42887,7,0
541904,42711,8,0
541904,44683,9,0
542414,48104,1,0
542414,33279,2,1
542414,14992,3,0
542414,10749,4,0
542414,31717,5,0
542414,5876,6,0
542414,44750,7,0
542414,18880,8,0
542414,22247,9,0
543006,31564,1,1
543006,42504,2,1
543006,28204,3,1
543006,46829,4,1
543006,27370,5,1
543006,32857,6,1
543006,37826,7,1
